year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2018;49;Lower middle income;;46,9;;72,0;9.0;52.94118;16.0;84.42211;84.1;57.9443;9.0;52.94118;16.0;84.42211;84.1;57.9443;29.1;92.71799;;66,7;11;76.0;107;76.65706;2.5;87.45309;4;26.66667;0;1;0;2;1;0;;57,6;3;100.0;120;55.65217;0;0.0;0;0;0;0;0;0;..;..;;27.4;;57,7;4;75.0;30;86.1244;7;23.33333;2;0;0;5;0;;40,0;;;;;;9.8;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;49,9;33;50.0;216.5;0.0;32.1;0;184.5;No VAT;No VAT;No VAT;No VAT;12;80.73394;21.14286;33.92857;57.33126;;66,9;50;71.00592;26;89.53975;50.8125;68.67138;70.27273;75.17107;124;69.0;92.8;86.74286;650.82;38.60189;765.3955;36.21705;;;;;;;;;;;;;;32,0;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;5.0;27.77778;3.0;0.0;0.0;2.0;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2017;49;Lower middle income;;46,4;;69,9;9.0;52.94118;16.0;84.42211;98.4;50.80339;9.0;52.94118;16.0;84.42211;98.4;50.80339;34.8;91.2955;;66,1;11;76.0;107;76.65706;3;85.00214;4;26.66667;0;1;0;2;1;0;;56,3;3;100.0;120;55.65217;0;0.0;0;0;0;0;0;0;..;..;;27.9;;57,3;4;75.0;30;86.1244;7;23.33333;2;0;0;5;0;;40,0;;;;;;7.9;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;49,9;33;50.0;216.5;0.0;32.1;0;184.5;No VAT;No VAT;No VAT;No VAT;12;80.73394;21.14286;33.92857;57.33126;;66,2;57;66.86391;29.18182;88.20844;50.8125;68.67138;70.27273;75.17107;124;69.0;92.8;86.74286;650.82;38.60189;765.3955;36.21705;;;;;;;;;;;;;;32,0;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;5.0;27.77778;3.0;0.0;0.0;2.0;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2016;49;Lower middle income;;46,2;;71,2;9.0;52.94118;16.0;84.42211;89.7;55.15532;9.0;52.94118;16.0;84.42211;89.7;55.15532;31.4;92.16241;;66,5;11;76.0;107;76.65706;2.7;86.49584;4;26.66667;0;1;0;2;1;0;;57,1;3;100.0;120;55.65217;0;0.0;0;0;0;0;0;0;..;..;;32.6;;53,7;4;75.0;30;86.1244;7;23.33333;2;0;0;5;0;;40,0;;;;;;7.4;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;49,9;33;50.0;216.5;0.0;32.1;0;184.5;No VAT;No VAT;No VAT;No VAT;12;80.73394;21.14286;33.92857;57.33126;;66,2;57;66.86391;29.18182;88.20844;50.8125;68.67138;70.27273;75.17107;124;69.0;92.8;86.74286;650.82;38.60189;765.3955;36.21705;;;;;;;;;;;;;;32,0;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;5.0;27.77778;3.0;0.0;0.0;2.0;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2015;49;Lower middle income;;;;59,3;9.0;52.94118;16.0;84.42211;86.9;56.56391;9.0;52.94118;16.0;84.42211;86.9;56.56391;226.7;43.32257;;66,6;11;76.0;107;76.65706;2.6;86.97931;4;26.66667;0;1;0;2;1;0;;57,3;3;100.0;120;55.65217;0;0.0;0;0;0;0;0;0;..;..;;32.9;;;4;75.0;30;86.1244;;;;;;;;;30,0;;;;;;0.0;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;;33;50.0;216.5;0.0;32.1;0;184.5;;;;;;;;;;;66,2;57;66.86391;29.18182;88.20844;50.8125;68.67138;70.27273;75.17107;124;69.0;92.8;86.74286;650.82;38.60189;765.3955;36.21705;9;22.22222;8;53.84615;1295.0;80.71895;1295.0;83.54642;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2014;49;Lower middle income;;;;58,2;9.0;52.94118;16.0;84.42211;90.3;54.83516;9.0;52.94118;16.0;84.42211;90.3;54.83516;237.0;40.73978;;;11;76.0;107;76.65706;2.4;87.8082;;;;;;;;;;;3;100.0;120;55.65217;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;30,0;6;60;0;0.0;6;0.0;0.0;;22,0 ;6.0;60;1.0;10;3.0;30;10.0;0;0.0;0.0;0.0;0.0;0.0;11.0;;;33;50.0;216.5;0.0;32.1;0;184.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1335.32;79.84052;1335.32;82.83046;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2013;49;Lower middle income;;;;52,6;9.0;52.94118;20.0;80.40201;114.9;42.56133;9.0;52.94118;20.0;80.40201;114.9;42.56133;261.9;34.53109;;;11;76.0;107;76.65706;2.7;86.53086;;;;;;;;;;;3;100.0;120;55.65217;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1369.909;79.08694;1369.909;82.21625;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2012;49;Lower middle income;;;;48,3;10.0;47.05882;22.0;78.39196;138.0;31.02025;10.0;47.05882;22.0;78.39196;138.0;31.02025;252.9;36.76554;;;11;76.0;107;76.65706;2.6;86.99056;;;;;;;;;;;3;100.0;120;55.65217;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;6;60;0;0.0;6;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1336.682;79.81084;1318.963;83.1209;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;21.0;425.0;60.0;30.1;40.2;19.1;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2011;49;Lower middle income;;;;48,7;10.0;47.05882;22.0;78.39196;138.3;30.85881;10.0;47.05882;22.0;78.39196;138.3;30.85881;245.5;38.6166;;;11;76.0;107;76.65706;2.6;86.94724;;;;;;;;;;;3;100.0;120;55.65217;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1394.856;78.54343;1376.366;82.1016;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2010;49;Lower middle income;;;;46,9;10.0;47.05882;22.0;78.39196;144.7;27.64069;10.0;47.05882;22.0;78.39196;144.7;27.64069;261.8;34.55545;;;11;76.0;107;76.65706;2.8;86.08367;;;;;;;;;;;3;100.0;120;55.65217;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1458.459;77.15776;1439.125;80.98719;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;0;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2009;49;Lower middle income;;;;44,8;10.0;47.05882;22.0;78.39196;152.3;23.87349;10.0;47.05882;22.0;78.39196;152.3;23.87349;280.8;29.80138;;;11;76.0;107;76.65706;3;85.07275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1538.762;75.40824;1518.364;79.58016;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;No Practice;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2008;49;Lower middle income;;;;43,3;10.0;47.05882;30.0;70.35176;148.6;25.70067;10.0;47.05882;30.0;70.35176;148.6;25.70067;280.3;29.91318;;;11;76.0;107;76.65706;3;85.09652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1481.742;76.65051;1485.765;80.15902;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;No Practice;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2007;49;Lower middle income;;;;41,4;10.0;47.05882;30.0;70.35176;157.8;21.1116;10.0;47.05882;30.0;70.35176;157.8;21.1116;291.7;27.07691;;;11;76.0;107;76.65706;3.1;84.49341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1511.376;76.00489;1515.479;79.63138;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;No Practice;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2006;49;Lower middle income;;;;41,4;10.0;47.05882;30.0;70.35176;158.0;21.01371;10.0;47.05882;30.0;70.35176;158.0;21.01371;292.1;26.97884;;;11;76.0;107;76.65706;3.1;84.47255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;75.0;30;86.1244;;;;;;;;;;3;30;0;0.0;3;0.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;33;50.0;217.9;0.0;31.4;0;186.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;22.22222;8;53.84615;1546.134;75.24764;1550.331;79.01252;31.0;47.91667;24.0;67.74194;;;506.0;68.36066;;;;;;;;;;;;;;0,0;No Practice;0.0;0.0;0.0;0.0;2.0;5.5;0.5;1
2005;49;Lower middle income;;;;;;;;;;;;;;;;;304.0;24.0086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;2.0;5.5;0.5;1
2004;49;Lower middle income;;;;;;;;;;;;;;;;;324.4;18.88855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;2.0;5.5;0.5;1
2020;50;Lower middle income;180;39,5;179;65,8;10.0;47.05882;49.0;51.25628;62.2;68.90274;11.0;41.17647;50.0;50.25126;62.2;68.90274;2.3;99.41282;134;61,3;13;68.0;164;60.23055;9.3;53.54121;9.5;63.33333;.5;1;2;2;2;2;179;32,7;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;8.1;174;40,6;5;66.66667;54;74.64115;3.5;11.66667;0;1;0;3.5;-1;132;40,0;;;;;;13.2;0.0;162;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;185;26,8;50;21.66667;54.3;58.65306;0;31.3;22.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;36.5;35.77982;27.71429;13.39286;12.29317;183;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;;;;;;;;;;;;;155;44,0;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;5.0;27.77778;2.5;0.0;0.0;2.5;119;38,5;0;19.4;20.84155;9.0;56.25;2.0;5.5;0.5;1
2019;50;Lower middle income;;38,2;;64,1;10.0;47.05882;49.0;51.25628;75.5;62.23458;11.0;41.17647;50.0;50.25126;75.5;62.23458;2.9;99.28691;;59,8;13;68.0;164;60.23055;10.4;47.76046;9.5;63.33333;.5;1;2;2;2;2;;29,0;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;8.2;;40,1;5;66.66667;54;74.64115;3.5;11.66667;0;1;0;3.5;-1;;35,0;;;;;;12.4;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;26,8;50;21.66667;54.3;58.65306;0;31.3;22.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;36.5;35.77982;27.71429;13.39286;12.29317;;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;;;;;;;;;;;;;;44,0;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;5.0;27.77778;2.5;0.0;0.0;2.5;;37,8;0;18.0;19.36422;9.0;56.25;2.0;5.5;0.5;1
2018;50;Lower middle income;;37,9;;63,8;10.0;47.05882;49.0;51.25628;77.7;61.17438;11.0;41.17647;50.0;50.25126;77.7;61.17438;2.9;99.26689;;59,6;13;68.0;164;60.23055;10.6;46.84136;9.5;63.33333;.5;1;2;2;2;2;;28,4;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;10.6;;38,2;5;66.66667;54;74.64115;3.5;11.66667;0;1;0;3.5;-1;;35,0;;;;;;11.9;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;26,8;50;21.66667;54.3;58.65306;0;31.3;22.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;36.5;35.77982;27.71429;13.39286;12.29317;;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;;;;;;;;;;;;;;43,1;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;4.5;25.0;2.5;0.0;0.0;2.0;;38,0;0;18.3;19.70603;9.0;56.25;2.0;5.5;0.5;1
2017;50;Lower middle income;;38,5;;58,6;11.0;41.17647;50.0;50.25126;61.2;69.39634;12.0;35.29412;51.0;49.24623;61.2;69.39634;92.2;76.95507;;61,4;13;68.0;164;60.23055;9.2;54.04903;9.5;63.33333;.5;1;2;2;2;2;;33,0;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;12.4;;38,2;5;66.66667;54;74.64115;3.5;11.66667;0;1;0;3.5;-1;;40,0;;;;;;12.2;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;26,8;50;21.66667;54.3;58.65306;0;31.3;22.9;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;36.5;35.77982;27.71429;13.39286;12.29317;;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;;;;;;;;;;;;;;43,1;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;4.5;25.0;2.5;0.0;0.0;2.0;;37,8;0;17.9;19.25199;9.0;56.25;2.0;5.5;0.5;1
2016;50;Lower middle income;;38,9;;60,5;11.0;41.17647;50.0;50.25126;52.3;73.828;12.0;35.29412;51.0;49.24623;52.3;73.828;78.8;80.29217;;62,4;13;68.0;164;60.23055;8.4;57.87935;9.5;63.33333;.5;1;2;2;2;2;;35,5;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;11.1;;38,2;5;66.66667;54;74.64115;3.5;11.66667;0;1;0;3.5;-1;;40,0;;;;;;10.9;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;26,1;50;21.66667;56;55.85568;0;31.3;24.7;No VAT refund per case study scenario;0;No VAT refund per case study scenario;0;36.5;35.77982;27.71429;13.39286;12.29317;;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;;;;;;;;;;;;;;43,1;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;4.5;25.0;2.5;0.0;0.0;2.0;;37,8;0;17.9;19.25199;9.0;56.25;2.0;5.5;0.5;1
2015;50;Lower middle income;;;;60,5;11.0;41.17647;50.0;50.25126;52.7;73.67109;12.0;35.29412;51.0;49.24623;52.7;73.67109;79.3;80.17401;;62,3;13;68.0;164;60.23055;8.5;57.74373;9.5;63.33333;.5;1;2;2;2;2;;35,4;6;50.0;134;49.56522;0;0.0;0;0;0;0;0;0;..;..;;11.1;;;5;66.66667;54;74.64115;;;;;;;;;40,0;;;;;;9.4;0.0;;26,0 ;7.0;70;1.0;10;;;;0;0.0;0.0;0.0;0.0;0.0;13.0;;;49;23.33333;55;57.53196;0;31.3;23.6;;;;;;;;;;;19,7;120;29.5858;208;13.38912;276;0.0;397.3333;0.0;165;58.75;310;55.71429;1975;0.0;1580.556;0.0;11;0.0;10;38.46154;3795.0;26.25272;7590.0;0.0;50.0;8.33333;54.0;19.35484;;;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;;;;;;;;37,8;0;17.9;19.25199;9.0;56.25;2.0;5.5;0.5;1
2014;50;Lower middle income;;;;48,5;11.0;41.17647;98.0;2.01005;52.1;73.93726;12.0;35.29412;99.0;1.00503;52.1;73.93726;78.5;80.37444;;;12;72.0;164;60.23055;8.4;58.01304;;;;;;;;;;;6;50.0;134;49.56522;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;40,0;6;60;2;33.33333;8;9.0;0.0;;22,0 ;6.0;60;1.0;10;3.0;30;10.0;0;0.0;0.0;0.0;0.0;0.0;11.0;;;49;23.33333;55.8;56.28807;18.5;31.3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;3661.961;29.15118;7323.922;0.0;50.0;8.33333;54.0;19.35484;;;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;;;;;;;;37,8;0;17.9;19.25199;9.0;56.25;2.0;5.5;0.5;1
2013;50;Lower middle income;;;;47,6;11.0;41.17647;158.0;0.0;55.3;72.35482;12.0;35.29412;159.0;0.0;55.3;72.35482;80.5;79.87978;;;12;72.0;179;55.90778;8.5;57.44625;;;;;;;;;;;6;50.0;134;49.56522;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;6;60;2;33.33333;8;8.3;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;3641.045;29.60686;7351.707;0.0;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;;;;;;;;37,7;0;17.8;19.14061;9.0;56.25;2.0;5.5;0.5;1
2012;50;Lower middle income;;;;43,4;11.0;41.17647;158.0;0.0;85.2;57.39683;12.0;35.29412;159.0;0.0;85.2;57.39683;88.0;77.9879;;;12;72.0;179;55.90778;11.5;42.42206;;;;;;;;;;;6;50.0;134;49.56522;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;6;60;2;33.33333;8;8.2;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;63.1;44.27168;0;32.5;30.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;4029.556;21.14258;8136.156;0.0;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;18.0;242.0;300.0;34.7;12.5;6.0;;;;;;;;37,8;0;17.9;19.25199;9.0;56.25;2.0;5.5;0.5;1
2011;50;Lower middle income;;;;40,7;11.0;41.17647;158.0;0.0;95.2;52.42187;12.0;35.29412;159.0;0.0;95.2;52.42187;110.9;72.27982;;;12;72.0;179;55.90778;9.9;50.4846;;;;;;;;;;;6;50.0;134;49.56522;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;3;30;0;0.0;3;2.9;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;4864.562;2.95072;9822.134;0.0;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,7;0;17.8;19.14061;9.0;56.25;2.0;5.5;0.5;1
2010;50;Lower middle income;;;;42,7;11.0;41.17647;158.0;0.0;86.5;56.74232;12.0;35.29412;159.0;0.0;86.5;56.74232;96.5;75.87906;;;12;72.0;179;55.90778;9.4;52.86223;;;;;;;;;;;6;50.0;134;49.56522;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;3;30;0;0.0;3;3.0;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;2518.135;54.07113;2992.434;53.40517;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,7;0;17.8;19.14061;9.0;56.25;2.0;5.5;0.5;1
2009;50;Lower middle income;;;;38,1;11.0;41.17647;158.0;0.0;106.4;46.81119;12.0;35.29412;159.0;0.0;106.4;46.81119;131.2;67.19315;;;12;72.0;179;55.90778;11.4;42.90991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;3;30;0;0.0;3;2.4;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;3148.364;40.34066;3741.369;40.10638;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,7;0;17.8;19.14061;9.0;56.25;2.0;5.5;0.5;1
2008;50;Lower middle income;;;;43,4;11.0;41.17647;38.0;62.31156;150.1;24.96264;12.0;35.29412;39.0;61.30653;150.1;24.96264;206.3;48.42373;;;12;72.0;179;55.90778;13.2;33.99192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;54;74.64115;;;;;;;;;;3;30;0;0.0;3;2.4;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;2814.189;47.62115;2814.189;56.57026;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,7;0;17.8;19.14061;9.0;56.25;2.0;5.5;0.5;1
