year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2017;147;Lower middle income;;66,1;;86,6;8.0;58.82353;12.0;88.44221;1.5;99.26622;8.0;58.82353;12.0;88.44221;1.5;99.26622;0.0;100.0;;78,2;17;52.0;137;68.01153;.1;99.39984;14;93.33333;2;1;2;3;2;4;;55,1;8;16.66667;79;73.47826;3;37.5;0;1;0;1;0;1;81;10;5;6.9;;74,1;5;66.66667;10.5;95.45455;14.5;48.33333;4;2.5;0;8;0;;60,0;;;;;;42.2;0.0;;74,0 ;6.0;60;8.0;80;;;;2;33.33333;6.0;85.71429;7.0;100.0;37.0;;84,4;19;73.33333;24.7;100.0;10.3;12.4;2;21.5;57;21.02381;65.5911;3.5;96.33028;0;100;79.73034;;60,8;168;1.18343;114.6667;52.44073;134;16.3522;48;83.15412;63.88889;84.02778;82.55556;88.20635;225.1111;78.7631;209.7778;82.51852;;;;;;;;;;;;;;58,5;374.0;79.18033;14.0;180.0;180.0;14.9;7.2;8.5;5.5;30.55556;1.5;1.0;1.0;2.0;;29,5;0;17.1;18.43611;6.5;40.625;2.0;4.0;0.5;0
2016;147;Lower middle income;;65,3;;86,6;8.0;58.82353;12.0;88.44221;1.5;99.26051;8.0;58.82353;12.0;88.44221;1.5;99.26051;0.0;100.0;;78,2;17;52.0;137;68.01153;.1;99.39556;14;93.33333;2;1;2;3;2;4;;55,3;8;16.66667;79;73.47826;3;37.5;0;1;0;1;0;1;93;11;5;7.6;;74,5;5;66.66667;10.5;95.45455;15;50.0;4;3;0;8;0;;60,0;;;;;;40.5;0.0;;74,0 ;6.0;60;8.0;80;;;;2;33.33333;6.0;85.71429;7.0;100.0;37.0;;75,3;41;36.66667;24.7;100.0;10.3;12.4;2;21.5;57;21.02381;65.5911;3.5;96.33028;0;100;79.73034;;60,8;168;1.18343;114.6667;52.44073;134;16.3522;48;83.15412;63.88889;84.02778;82.55556;88.20635;225.1111;78.7631;209.7778;82.51852;;;;;;;;;;;;;;58,5;374.0;79.18033;14.0;180.0;180.0;14.9;7.2;8.5;5.5;30.55556;1.5;1.0;1.0;2.0;;29,7;0;17.4;18.76837;6.5;40.625;2.0;4.0;0.5;0
2015;147;Lower middle income;;;;87,1;7.0;64.70588;16.0;84.42211;1.2;99.40203;7.0;64.70588;16.0;84.42211;1.2;99.40203;0.0;100.0;;78,2;17;52.0;137;68.01153;.1;99.55829;14;93.33333;2;1;2;3;2;4;;55,1;8;16.66667;79;73.47826;3;37.5;0;1;0;1;0;1;75;11;5;6.9;;;5;66.66667;10.5;95.45455;;;;;;;;;55,0;;;;;;32.7;0.0;;74,0 ;6.0;60;8.0;80;;;;2;33.33333;6.0;85.71429;7.0;100.0;37.0;;;41;36.66667;24.7;100.0;10.3;12.4;2;;;;;;;;;;;60,8;168;1.18343;114.6667;52.44073;134;16.3522;48;83.15412;63.88889;84.02778;82.55556;88.20635;225.1111;78.7631;209.7778;82.51852;11;0.0;12;23.07692;2745.0;49.12854;2950.0;54.15868;44.0;20.83333;45.0;33.87097;;;374.0;79.18033;14.0;180.0;180.0;14.9;7.2;8.5;;;;;;;;29,9;0;17.8;19.11802;6.5;40.625;2.0;4.0;0.5;0
2014;147;Lower middle income;;;;87,1;7.0;64.70588;16.0;84.42211;1.5;99.25852;7.0;64.70588;16.0;84.42211;1.5;99.25852;0.0;100.0;;;17;52.0;137;68.01153;.1;99.46428;;;;;;;;;;;8;16.66667;79;73.47826;;;;;;;;;;;;;;;5;66.66667;10.5;95.45455;;;;;;;;;55,0;6;60;5;83.33333;11;58.3;0.0;;72,0 ;5.0;50;8.0;80;8.0;80;21.0;2;33.33333;6.0;85.71429;7.0;100.0;36.0;;;41;36.66667;24.8;100.0;10.5;12.4;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;3088.538;41.64405;3319.194;47.60292;44.0;20.83333;45.0;33.87097;;;374.0;79.18033;14.0;180.0;180.0;14.9;7.2;8.5;;;;;;;;30,0;0;18.0;19.35751;6.5;40.625;2.0;4.0;0.5;0
2013;147;Lower middle income;;;;85,5;8.0;58.82353;16.0;84.42211;2.4;98.79385;8.0;58.82353;16.0;84.42211;2.4;98.79385;0.0;100.0;;;19;44.0;183;54.75504;.6;97.10618;;;;;;;;;;;8;16.66667;101;63.91304;;;;;;;;;;;;;;;5;66.66667;10.5;95.45455;;;;;;;;;;6;60;5;83.33333;11;58.9;0.0;;;5.0;50;8.0;80;8.0;80;21.0;;;;;;;;;;41;36.66667;24.9;100.0;10.5;12.4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;3219.871;38.78276;3415.206;45.89804;44.0;20.83333;45.0;33.87097;;;314.0;84.09836;14.0;120.0;180.0;14.9;7.2;8.5;;;;;;;;30,5;0;18.9;20.37593;6.5;40.625;2.0;4.0;0.5;0
2012;147;Lower middle income;;;;82,9;8.0;58.82353;17.0;83.41709;2.9;98.54922;8.0;58.82353;17.0;83.41709;2.9;98.54922;36.0;90.98896;;;19;44.0;204;48.70317;.7;96.64493;;;;;;;;;;;8;16.66667;126;53.04348;;;;;;;;;;;;;;;5;66.66667;10.5;95.45455;;;;;;;;;;6;60;4;66.66667;10;51.4;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;24.7;100.0;10.3;12.4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;3200.676;39.20096;3391.445;46.31997;41.0;27.08333;42.0;38.70968;;;314.0;84.09836;14.0;120.0;180.0;14.9;7.2;8.5;;;;;;;;29,8;0;17.6;18.93963;6.5;40.625;2.0;4.0;0.5;0
2011;147;Lower middle income;;;;82,2;8.0;58.82353;17.0;83.41709;3.2;98.39721;8.0;58.82353;17.0;83.41709;3.2;98.39721;46.8;88.30081;;;19;44.0;204;48.70317;.9;95.65898;;;;;;;;;;;8;16.66667;126;53.04348;;;;;;;;;;;;;;;5;66.66667;10.5;95.45455;;;;;;;;;;6;60;3;50.0;9;19.2;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;24.7;100.0;11.5;12.4;.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;3614.585;30.18334;3857.14;38.05064;41.0;27.08333;42.0;38.70968;;;314.0;84.09836;;;;;;;;;;;;;;29,3;0;16.6;17.91074;6.5;40.625;2.0;4.0;0.5;0
2010;147;Lower middle income;;;;82,4;8.0;58.82353;17.0;83.41709;3.0;98.49221;8.0;58.82353;17.0;83.41709;3.0;98.49221;44.0;88.99425;;;20;40.0;218;44.66859;.8;95.91332;;;;;;;;;;;8;16.66667;126;53.04348;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;3;50.0;9;22.2;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;24.4;100.0;10;12.4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;3680.611;28.74486;3927.597;36.79955;41.0;27.08333;42.0;38.70968;;;314.0;84.09836;;;;;;;;;;;;;;30,2;0;18.4;19.77642;6.5;40.625;2.0;4.0;0.5;0
2009;147;Lower middle income;;;;81,4;8.0;58.82353;17.0;83.41709;4.0;97.99614;8.0;58.82353;17.0;83.41709;4.0;97.99614;58.5;85.37326;;;20;40.0;218;44.66859;1.1;94.58521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;3;50.0;9;22.7;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;33.9;89.03664;9.2;22.6;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;4470.054;11.54566;4770.016;21.84076;44.0;20.83333;44.0;35.48387;;;314.0;84.09836;;;;;;;;;;;;;;30,2;0;18.4;19.77642;6.5;40.625;2.0;4.0;0.5;0
2008;147;Lower middle income;;;;78,7;8.0;58.82353;17.0;83.41709;6.6;96.70054;8.0;58.82353;17.0;83.41709;6.6;96.70054;96.3;75.91634;;;20;40.0;218;44.66859;1.8;91.1166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;3;50.0;9;10.8;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;40;80.24385;15.3;22.6;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;4231.196;16.74954;5324.704;11.99119;44.0;20.83333;44.0;35.48387;;;314.0;84.09836;;;;;;;;;;;;;;29,3;0;16.8;18.04822;6.5;40.625;2.0;4.0;0.5;0
2007;147;Lower middle income;;;;77,4;8.0;58.82353;17.0;83.41709;7.9;96.05067;8.0;58.82353;17.0;83.41709;7.9;96.05067;115.3;71.17277;;;20;40.0;218;44.66859;2.1;89.37676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;3;50.0;9;10.2;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;40;80.24385;15.3;22.6;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;5161.5;0.0;6495.435;0.0;44.0;20.83333;44.0;35.48387;;;314.0;84.09836;;;;;;;;;;;;;;28,4;0;15.0;16.11669;6.5;40.625;2.0;4.0;0.5;0
2006;147;Lower middle income;;;;75,6;8.0;58.82353;17.0;83.41709;9.6;95.19982;8.0;58.82353;17.0;83.41709;9.6;95.19982;140.2;64.96219;;;20;40.0;218;44.66859;2.6;87.09885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;0;0.0;6;4.7;0.0;;;4.0;40;8.0;80;8.0;80;20.0;;;;;;;;;;41;36.66667;40;80.24385;15.3;22.6;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;12;23.07692;6198.886;0.0;7800.922;0.0;44.0;20.83333;44.0;35.48387;;;314.0;84.09836;;;;;;;;;;;;;;27,9;0;14.2;15.24785;6.5;40.625;2.0;4.0;0.5;0
2005;147;Lower middle income;;;;72,6;8.0;58.82353;17.0;83.41709;12.5;93.76156;8.0;58.82353;17.0;83.41709;12.5;93.76156;182.1;54.46392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;11;95.21531;;;;;;;;;;6;60;0;0.0;6;2.3;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314.0;84.09836;;;;;;;;;;;;;;27,7;0;13.7;14.80018;6.5;40.625;2.0;4.0;0.5;0
2004;147;Lower middle income;;;;68,0;9.0;52.94118;24.0;76.38191;16.1;91.97314;9.0;52.94118;24.0;76.38191;16.1;91.97314;197.0;50.75548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314.0;84.09836;;;;;;;;;;;;;;27,9;0;14.0;15.09076;6.5;40.625;2.0;4.0;0.5;0
2020;148;Upper middle income;50;73,8;101;86,7;8.0;58.82353;12.0;88.44221;1.2;99.39439;8.0;58.82353;12.0;88.44221;1.2;99.39439;0.0;99.99667;40;76,1;9;84.0;102;78.09798;4.9;75.5518;10;66.66667;1;1;2;3;1;2;134;61,2;7;33.33333;131;50.86957;5;62.5;0;1;1;1;1;1;40.26;25.78;3;14.1;83;65,8;6;58.33333;69;67.46411;17.5;58.33333;7;3;4;3.5;0;15;85,0;;;;;;41.0;0.0;61;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;75;76,7;18;75.0;22.2;100.0;8.3;13.4;.5;4;92;21.84524;64.00533;9.5;85.3211;19;40.625;70.48786;41;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;;;;;;;;;;;;;44;66,8;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;11.5;63.88889;5.0;3.5;1.0;2.0;43;66,1;0;50.3;54.16921;12.5;78.125;2.5;6.0;3.0;1
2019;148;Upper middle income;;73,7;;86,7;8.0;58.82353;12.0;88.44221;1.3;99.34525;8.0;58.82353;12.0;88.44221;1.3;99.34525;0.0;99.9964;;75,2;8;88.0;107;76.65706;6.1;69.45045;10;66.66667;1;1;2;3;1;2;;61,2;7;33.33333;131;50.86957;5;62.5;0;1;1;1;1;1;30.2;36.31;3;13.3;;65,8;6;58.33333;69;67.46411;17.5;58.33333;7;3;4;3.5;0;;85,0;;;;;;38.8;0.0;;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;76,7;18;75.0;22.2;100.0;8.3;13.4;.5;4;92;21.84524;64.00533;9.5;85.3211;19;40.625;70.48786;;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;;;;;;;;;;;;;;66,8;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;11.5;63.88889;5.0;3.5;1.0;2.0;;66,0;0;50.0;53.84618;12.5;78.125;2.5;6.0;3.0;1
2018;148;Upper middle income;;73,8;;86,6;8.0;58.82353;12.0;88.44221;1.5;99.25952;8.0;58.82353;12.0;88.44221;1.5;99.25952;0.0;99.99593;;76,9;7;92.0;152;63.68876;5.6;71.86047;12;80.0;1;1;2;3;1;4;;61,3;7;33.33333;131;50.86957;5;62.5;0;1;1;1;1;1;27.13;19.95;3;12.5;;65,8;6;58.33333;69;67.46411;17.5;58.33333;7;3;4;3.5;0;;85,0;;;;;;31.6;0.0;;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;76,7;18;75.0;22.1;100.0;8.2;13.4;.5;4;92;21.84524;64.00533;9.5;85.3211;19;40.625;70.48786;;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;;;;;;;;;;;;;;66,8;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;11.5;63.88889;5.0;3.5;1.0;2.0;;65,6;0;49.3;53.02731;12.5;78.125;2.5;6.0;3.0;1
2017;148;Upper middle income;;71,2;;86,6;8.0;58.82353;12.0;88.44221;1.5;99.23361;8.0;58.82353;12.0;88.44221;1.5;99.23361;0.0;99.99579;;68,8;8;88.0;152;63.68876;11.3;43.6095;12;80.0;1;1;2;3;1;4;;43,5;7;33.33333;142;46.08696;0;0.0;0;0;0;1;1;1;..;..;;13.3;;65,8;6;58.33333;69;67.46411;17.5;58.33333;7;3;4;3.5;0;;85,0;;;;;;30.8;0.0;;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;76,7;18;75.0;22.2;100.0;8.2;13.3;.7;4;92;21.84524;64.00533;9.5;85.3211;19;40.625;70.48786;;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;;;;;;;;;;;;;;66,8;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;11.5;63.88889;5.0;3.5;1.0;2.0;;65,2;0;48.6;52.36535;12.5;78.125;2.5;6.0;3.0;1
2016;148;Upper middle income;;70,6;;86,6;8.0;58.82353;12.0;88.44221;1.6;99.19127;8.0;58.82353;12.0;88.44221;1.6;99.19127;0.0;99.99556;;68,0;8;88.0;152;63.68876;11.9;40.49364;12;80.0;1;1;2;3;1;4;;43,4;7;33.33333;142;46.08696;0;0.0;0;0;0;1;1;1;..;..;;9.6;;65,7;6;58.33333;69;67.46411;17.5;58.33333;7;3;4;3.5;0;;85,0;;;;;;26.4;0.0;;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;71,5;29;56.66667;21.8;100.0;8.3;12.8;.7;4;92;21.84524;64.00533;9.5;85.3211;19;40.625;70.48786;;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;;;;;;;;;;;;;;66,8;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;11.5;63.88889;5.0;3.5;1.0;2.0;;65,1;0;48.3;52.04244;12.5;78.125;2.5;6.0;3.0;1
2015;148;Upper middle income;;;;86,6;8.0;58.82353;12.0;88.44221;1.8;99.08609;8.0;58.82353;12.0;88.44221;1.8;99.08609;0.0;99.99543;;66,5;8;88.0;167;59.36599;12.2;38.80698;12;80.0;1;1;2;3;1;4;;43,4;7;33.33333;142;46.08696;0;0.0;0;0;0;1;1;1;..;..;;9.9;;;6;58.33333;69;67.46411;;;;;;;;;85,0;;;;;;26.0;0.0;;62,0 ;5.0;50;8.0;80;;;;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;;40;38.33333;21.8;100.0;8.3;12.8;.7;;;;;;;;;;;91,9;5.409091;97.39107;5.5;98.11715;7.606061;95.84524;23.22222;92.03505;26;93.5;60;91.42857;85;91.98113;305.5556;74.53704;6;55.55556;5;76.92308;985.0;87.47277;985.0;89.05107;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;;;;;;;;65,1;0;48.4;52.05592;12.5;78.125;2.5;6.0;3.0;1
2014;148;Upper middle income;;;;86,6;8.0;58.82353;12.0;88.44221;1.7;99.13344;8.0;58.82353;12.0;88.44221;1.7;99.13344;0.0;99.99524;;;8;88.0;167;59.36599;23.2;0.0;;;;;;;;;;;7;33.33333;142;46.08696;;;;;;;;;;;;;;;6;58.33333;69;67.46411;;;;;;;;;85,0;10;100;4;66.66667;14;25.2;0.0;;62,0 ;5.0;50;8.0;80;6.0;60;19.0;3;50.0;3.0;42.85714;6.0;85.71429;31.0;;;40;38.33333;21.8;100.0;8.3;12.8;.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;5;76.92308;988.4229;87.39819;988.4229;88.99029;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;;;;;;;;65,0;0;48.3;51.93985;12.5;78.125;2.5;6.0;3.0;1
2013;148;Upper middle income;;;;86,6;8.0;58.82353;12.0;88.44221;1.7;99.12861;8.0;58.82353;12.0;88.44221;1.7;99.12861;0.0;99.99521;;;12;72.0;227;42.07493;23.2;0.0;;;;;;;;;;;7;33.33333;142;46.08696;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;4;66.66667;14;25.2;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;40;38.33333;21.8;100.0;8.3;12.8;.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;5;76.92308;1006.825;86.99728;1006.825;88.66352;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;;;;;;;;65,0;0;48.2;51.85658;12.5;78.125;2.5;6.0;3.0;1
2012;148;Upper middle income;;;;86,6;8.0;58.82353;12.0;88.44221;2.0;98.99984;8.0;58.82353;12.0;88.44221;2.0;98.99984;0.0;99.99479;;;13;68.0;229;41.49856;28.5;0.0;;;;;;;;;;;7;33.33333;142;46.08696;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;3;50.0;13;26.4;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;42;35.0;24.6;100.0;8;12.8;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;5;76.92308;964.6505;87.91611;1016.236;88.49641;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;60.0;365.0;120.0;11.3;6.9;7.5;;;;;;;;62,4;0;43.3;46.59792;12.5;78.125;2.5;6.0;3.0;1
2011;148;Upper middle income;;;;85,1;9.0;52.94118;12.0;88.44221;2.1;98.92931;9.0;52.94118;12.0;88.44221;2.1;98.92931;0.0;99.9947;;;13;68.0;229;41.49856;29;0.0;;;;;;;;;;;7;33.33333;142;46.08696;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;3;50.0;13;26.7;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;77;0.0;29.2;95.75713;7.5;17.9;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;55.55556;5;76.92308;985.1597;87.46929;1042.802;88.02468;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;;;;;;;;;;;;;;59,3;0;43.4;46.74281;11.5;71.875;2.5;6.0;2.0;1
2010;148;Upper middle income;;;;78,6;13.0;29.41176;14.0;86.43216;2.8;98.61659;13.0;29.41176;14.0;86.43216;2.8;98.61659;0.0;99.99526;;;13;68.0;229;41.49856;24.5;0.0;;;;;;;;;;;7;33.33333;142;46.08696;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;3;50.0;13;27.6;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;89;0.0;30.1;94.49193;7.5;18.8;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;6;69.23077;1009.276;86.94389;1068.329;87.5714;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;;;;;;;;;;;;;;59,5;0;43.7;47.03463;11.5;71.875;2.5;6.0;2.0;1
2009;148;Upper middle income;;;;73,2;15.0;17.64706;23.0;77.38693;4.6;97.70541;15.0;17.64706;23.0;77.38693;4.6;97.70541;0.0;99.99426;;;14;64.0;226;42.36311;21.3;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;3;50.0;13;26.3;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;89;0.0;33.8;89.26227;9.5;20;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;6;69.23077;1086.836;85.25412;1150.427;86.11359;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;;;;;;;;;;;;;;59,5;0;43.7;47.03463;11.5;71.875;2.5;6.0;2.0;1
2008;148;Upper middle income;;;;72,2;15.0;17.64706;26.0;74.37186;6.5;96.75069;15.0;17.64706;26.0;74.37186;6.5;96.75069;0.0;99.99188;;;14;64.0;195;51.29683;30;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;0;0.0;10;0.0;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;89;0.0;33.2;90.05207;9.6;19.4;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;6;69.23077;1055.232;85.94267;1126.883;86.53166;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;;;;;;;;;;;;;;59,0;0;42.8;46.0668;11.5;71.875;2.5;6.0;2.0;1
2007;148;Upper middle income;;;;72,1;15.0;17.64706;26.0;74.37186;6.9;96.52778;15.0;17.64706;26.0;74.37186;6.9;96.52778;0.0;99.99132;;;14;64.0;195;51.29683;35.4;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;50.0;70;66.98565;;;;;;;;;;10;100;0;0.0;10;0.0;0.0;;;5.0;50;8.0;80;6.0;60;19.0;;;;;;;;;;89;0.0;33.2;90.05207;9.6;19.4;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;44.44444;6;69.23077;1150.477;83.86761;1228.595;84.72556;14.0;83.33333;14.0;83.87097;;;545.0;65.16393;;;;;;;;;;;;;;58,4;0;41.8;44.95076;11.5;71.875;2.5;6.0;2.0;1
